Id,Пол,ФИО,Дата окончания обучения,Группа,Специальность,Работает по специальности
1563,мужской,Руслан Алексиевич Швилкин,27.4.2002,50,"Электроника, радиотехника и системы связи",False
1564,мужской,Федор Адамович Слабкин,11.2.2003,51,Сварочное производство,False
1565,мужской,Григорий Валериевич Бердыкин,6.4.2006,67,Сварочное производство,True
1566,мужской,Валентин Сергеевич Компиков,9.10.2006,63,Электронные приборы и устройства,False
1567,женский,Кристина Максимовна Биккинина,6.10.2006,64,История и археология,False
1568,мужской,Анатолий Олегович Рыленков,3.10.2005,66,Сетевое и системное администрирование,False
1569,женский,София Максимовна Амирова,25.5.2000,69,Сервис и туризм,True
1570,мужской,Виктор Максимович Сетдяков,18.2.2003,63,"Электроника, радиотехника и системы связи",False
1571,женский,Надежда Аркадьевна Ковровская,23.7.2001,51,Электронные приборы и устройства,True
1572,мужской,Владислав Юрьевич Грудцин,27.11.2005,67,"Электроника, радиотехника и системы связи",False
1573,женский,Вероника Романовна Курганкина,15.8.2004,55,Документационное обеспечение управления и архивоведение,False
1574,мужской,Антон Аркадиевич Бозюков,7.6.2000,65,Электро- и теплоэнергетика,True
1575,мужской,Валентин Иванович Кудрячев,10.9.2005,57,Технология парикмахерского искусства,True
1576,мужской,Иван Михаилович Чмутов,12.2.2002,53,Сварочное производство,True
1577,женский,Ксения Яковлевна Ороспаева,15.9.2001,60,Дизайн (по отраслям),True
1578,мужской,Максим Виталиевич Порфиров,15.8.2006,63,"Электроника, радиотехника и системы связи",False
1579,женский,Клавдия Эдуардовна Парижская,10.10.2001,70,Технология парикмахерского искусства,False
1580,мужской,Виктор Андреевич Фарманов,17.10.2005,51,Сварочное производство,False
1581,мужской,Кирилл Антонович Бусов,9.9.2006,50,Право и организация социального обеспечения,False
1582,мужской,Юрий Василиевич Будцов,18.12.2005,63,Юриспруденция,False
1583,мужской,Кирилл Андреевич Притулин,16.6.2006,56,Электронные приборы и устройства,False
1584,мужской,Руслан Олегович Раменский,19.6.2001,58,Дизайн (по отраслям),False
1585,мужской,Семён Юрьевич Диковиннов,15.5.2001,66,Прикладная информатика (по отраслям),False
1586,мужской,Степан Аркадиевич Усыпин,13.3.2001,51,Прикладная информатика (по отраслям),True
1587,женский,Карина Вадимовна Кирнозова,16.3.2006,56,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),True
1588,мужской,Константин Максимович Литомин,6.6.2001,59,"Электроника, радиотехника и системы связи",False
1589,женский,Валерия Валерьевна Глядяева,9.8.2004,57,Сервис и туризм,False
1590,мужской,Олег Юриевич Легкобытов,18.8.2004,64,"Электроника, радиотехника и системы связи",False
1591,мужской,Виталий Фёдорович Силецкий,4.12.2003,62,Дизайн (по отраслям),False
1592,мужской,Никита Юриевич Безунов,26.9.2003,66,История и археология,True
1593,мужской,Артём Георгиевич Дорошкин,16.8.2004,54,"Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей",False
1594,мужской,Артём Денисович Амчанинов,20.11.2001,59,Юриспруденция,False
1595,женский,Людмила Максимовна Щерина,5.11.2005,61,Изобразительные и прикладные виды искусств,False
1596,женский,Анна Ивановна Бочурина,11.8.2005,69,"Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей",False
1597,мужской,Пётр Игоревич Лупцов,13.9.2000,60,Электро- и теплоэнергетика,False
1598,мужской,Валерий Андреевич Неухин,23.7.2000,55,Информационные системы и программирование,False
1599,мужской,Владислав Адамович Таврыкин,27.1.2001,70,"Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей",False
1600,мужской,Антон Петрович Свилов,27.11.2001,50,Техническое обслуживание и ремонт автомобильного транспорта,True
1601,мужской,Александр Фёдорович Запенин,11.7.2005,57,Технологии материалов,True
1602,женский,Галина Эдуардовна Диварова,2.4.2004,68,Сетевое и системное администрирование,False
1603,женский,Надежда Аркадьевна Степашкова,11.6.2002,60,История и археология,True
1604,женский,Александра Андреевна Кинякина,30.2.2004,52,История и археология,False
1605,мужской,Пётр Максимович Карандаев,3.8.2005,57,История и археология,True
1606,мужской,Станислав Игоревич Капалкин,4.2.2002,63,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1607,мужской,Борис Тимофеевич Туревский,4.3.2005,50,Электронные приборы и устройства,False
1608,мужской,Борис Николаевич Патрашин,7.11.2002,67,Технология парикмахерского искусства,True
1609,мужской,Вадим Василиевич Заборов,18.2.2003,63,"Электроника, радиотехника и системы связи",True
1610,женский,Инна Максимовна Хазанова,19.8.2004,69,Теплоснабжение и теплотехническое оборудование,False
1611,мужской,Артур Алексиевич Хохолев,3.2.2000,63,Право и организация социального обеспечения,False
1612,мужской,Эдуард Михаилович Северюгин,8.7.2000,53,Техника и технологии наземного транспорта,False
1613,мужской,Максим Аркадиевич Кузоватов,7.8.2000,52,Сетевое и системное администрирование,True
1614,женский,Вероника Борисовна Можгалова,19.3.2002,58,Технология парикмахерского искусства,False
1615,мужской,Яков Георгиевич Кавардашов,20.6.2004,62,Сетевое и системное администрирование,False
1616,мужской,Вячеслав Павлович Чугасов,4.3.2005,58,Информационные системы и программирование,True
1617,мужской,Алексей Аркадиевич Ржаков,1.1.2003,55,Техника и технологии наземного транспорта,False
1618,мужской,Герасим Антонович Кузминцев,1.3.2000,60,Техническое обслуживание и ремонт автомобильного транспорта,False
1619,женский,Вероника Валерьевна Касатцева,15.12.2005,65,Техника и технологии наземного транспорта,False
1620,мужской,Анатолий Петрович Рыбичев,8.1.2005,59,Техническое обслуживание и ремонт автомобильного транспорта,True
1621,мужской,Станислав Юриевич Старцев,1.12.2001,67,Теплоснабжение и теплотехническое оборудование,False
1622,мужской,Вячеслав Аркадиевич Шульчишин,22.11.2006,51,Документационное обеспечение управления и архивоведение,True
1623,мужской,Андрей Андреевич Фаловский,20.5.2002,67,Техника и технологии наземного транспорта,False
1624,мужской,Анатолий Вадимович Атякшев,9.2.2001,56,Организация перевозок и управление на транспорте (по видам),False
1625,женский,Елена Сергеевна Лебина,21.8.2000,53,Документационное обеспечение управления и архивоведение,False
1626,женский,Виолетта Кирилловна Титлянова,14.12.2005,54,Технологии материалов,False
1627,мужской,Альберт Вадимович Асташьев,19.11.2000,57,Информатика и вычислительная техника,False
1628,женский,Светлана Николаевна Баляева,26.8.2002,69,"Электроника, радиотехника и системы связи",False
1629,женский,Юлия Евгеньевна Еванова,25.3.2003,67,Организация перевозок и управление на транспорте (по видам),False
1630,мужской,Борис Денисович Кастюрин,30.4.2002,57,Документационное обеспечение управления и архивоведение,False
1631,мужской,Ярослав Вадимович Чернопятов,9.12.2006,59,Техническое обслуживание и ремонт автомобильного транспорта,True
1632,мужской,Руслан Романович Щубин,28.3.2005,65,"Электроника, радиотехника и системы связи",False
1633,мужской,Григорий Виталиевич Синелев,24.8.2001,64,Технология парикмахерского искусства,False
1634,мужской,Николай Евгеньевич Саранин,29.11.2006,61,Техническое обслуживание и ремонт автомобильного транспорта,True
1635,мужской,Семён Евгеньевич Сможевский,10.4.2005,61,"Электроника, радиотехника и системы связи",True
1636,мужской,Аркадий Кириллович Мельнин,24.11.2004,61,"Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей",True
1637,мужской,Леонид Николаевич Тепеницын,15.6.2005,58,Электронные приборы и устройства,False
1638,мужской,Павел Кириллович Мостокалов,18.5.2005,56,Теплоснабжение и теплотехническое оборудование,True
1639,мужской,Кирилл Юрьевич Гусовский,8.1.2005,55,Документационное обеспечение управления и архивоведение,True
1640,мужской,Василий Денисович Вилянский,20.5.2005,60,Прикладная информатика (по отраслям),False
1641,мужской,Антон Андреевич Аушников,25.6.2005,58,Юриспруденция,False
1642,мужской,Пётр Юрьевич Муллояров,1.9.2005,55,Документационное обеспечение управления и архивоведение,True
1643,мужской,Пётр Максимович Шапочкин,6.4.2003,63,"Электроника, радиотехника и системы связи",False
1644,мужской,Анатолий Михаилович Чуклинков,8.5.2005,68,Технология парикмахерского искусства,False
1645,мужской,Артур Борисович Дубатков,16.12.2000,64,Право и организация социального обеспечения,False
1646,женский,Тамара Романовна Сундукова,21.12.2001,59,Сервис и туризм,False
1647,мужской,Олег Алексеевич Закеров,19.10.2002,53,Право и организация социального обеспечения,True
1648,мужской,Александр Викторович Изряднов,5.12.2005,60,Прикладная информатика (по отраслям),False
1649,женский,Клавдия Дмитриевна Четикова,28.11.2001,50,Юриспруденция,False
1650,мужской,Денис Валериевич Былин,11.12.2002,65,Электро- и теплоэнергетика,False
1651,мужской,Степан Алексиевич Храпунов,21.4.2006,50,Юриспруденция,True
1652,мужской,Дмитрий Петрович Раксин,1.10.2004,58,История и археология,False
1653,женский,Екатерина Кирилловна Фельшина,27.8.2000,67,Юриспруденция,False
1654,мужской,Валентин Павлович Караашев,7.4.2001,70,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1655,мужской,Степан Фёдорович Дорохов,19.11.2004,64,Информатика и вычислительная техника,True
1656,женский,Полина Игоревна Пачковская,28.12.2002,52,Изобразительные и прикладные виды искусств,True
1657,женский,Зинаида Сергеевна Перебенина,29.4.2003,55,Сервис и туризм,False
1658,женский,Дарья Алексеевна Груздина,11.3.2001,56,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1659,мужской,Станислав Юрьевич Поворотнев,10.6.2005,64,Электронные приборы и устройства,True
1660,мужской,Степан Михаилович Яскорский,24.8.2001,64,Технология парикмахерского искусства,True
1661,мужской,Тарас Олегович Трубилов,21.12.2001,56,Изобразительные и прикладные виды искусств,False
1662,женский,Мария Викторовна Езенкова,6.12.2005,65,Сварочное производство,False
1663,женский,Кира Дмитриевна Айгельдина,24.6.2004,60,Сервис и туризм,False
1664,мужской,Пётр Виталиевич Широбоких,6.11.2004,70,Право и организация социального обеспечения,False
1665,мужской,Константин Леонидович Жиганков,9.12.2005,51,Изобразительные и прикладные виды искусств,True
1666,женский,Дарья Кирилловна Бичина,21.1.2003,51,Сварочное производство,False
1667,женский,Катерина Борисовна Рабусова,23.7.2003,55,История и археология,False
1668,мужской,Борис Олегович Бикчентаев,5.5.2000,64,Техника и технологии наземного транспорта,False
1669,мужской,Виталий Павлович Пажетных,14.4.2000,56,Информационные системы и программирование,False
1670,женский,Наталия Дмитриевна Хохлоткина,8.6.2003,62,"Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей",True
1671,мужской,Аркадий Василиевич Фрузеин,17.10.2000,68,"Электроника, радиотехника и системы связи",False
1672,женский,Маргарита Михайловна Федерягина,7.9.2002,54,Прикладная информатика (по отраслям),True
1673,мужской,Георгий Тимофеевич Хасаншин,9.12.2003,54,Техническое обслуживание и ремонт автомобильного транспорта,False
1674,женский,Юлия Дмитриевна Лазуткина,3.1.2006,65,Электро- и теплоэнергетика,False
1675,мужской,Иван Данилович Федориков,9.4.2001,68,Сварочное производство,True
1676,мужской,Кирилл Вадимович Кориллов,1.2.2002,54,Изобразительные и прикладные виды искусств,False
1677,женский,Карина Игоревна Волявская,22.4.2006,69,Технологии материалов,False
1678,мужской,Аркадий Антонович Вергильев,8.1.2004,63,Организация перевозок и управление на транспорте (по видам),False
1679,мужской,Артём Сергеевич Баштырев,29.6.2001,51,Технологии материалов,False
1680,женский,Наталья Михайловна Бакулкина,23.12.2000,57,Электронные приборы и устройства,False
1681,мужской,Борис Кириллович Нурумбетов,6.12.2001,55,Дизайн (по отраслям),False
1682,мужской,Артём Алексеевич Звездичев,30.3.2001,50,Техника и технологии наземного транспорта,True
1683,женский,Галина Петровна Финарова,21.3.2002,60,Технология парикмахерского искусства,True
1684,мужской,Геннадий Андреевич Грунин,7.3.2004,58,История и археология,False
1685,мужской,Вячеслав Василиевич Маховский,19.11.2002,57,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1686,мужской,Семён Георгиевич Цивлин,4.6.2003,61,Организация перевозок и управление на транспорте (по видам),False
1687,женский,Карина Федоровна Жилонова,15.1.2003,67,Техника и технологии наземного транспорта,False
1688,женский,Наталия Борисовна Тавлуева,4.8.2000,70,Сварочное производство,False
1689,мужской,Борис Романович Печерицын,4.9.2005,61,Электро- и теплоэнергетика,False
1690,мужской,Станислав Олегович Цукасов,4.5.2003,65,Электронные приборы и устройства,False
1691,мужской,Антон Петрович Прянчин,12.11.2002,52,Юриспруденция,False
1692,женский,Елизавета Яковлевна Лоханина,1.5.2003,66,Организация перевозок и управление на транспорте (по видам),False
1693,мужской,Виктор Игоревич Упатов,8.6.2001,59,Сетевое и системное администрирование,False
1694,мужской,Герасим Денисович Кузменков,17.8.2002,66,Изобразительные и прикладные виды искусств,False
1695,женский,Алиса Андреевна Авцына,13.5.2001,57,Информационные системы и программирование,False
1696,мужской,Максим Тимофеевич Жугулин,12.3.2001,50,История и археология,False
1697,мужской,Василий Тимофеевич Моручов,18.2.2004,66,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1698,мужской,Станислав Данилович Митряков,24.9.2002,52,Юриспруденция,False
1699,мужской,Пётр Иванович Меткин,7.7.2005,58,Прикладная информатика (по отраслям),False
1700,мужской,Эдуард Яковлевич Худышкин,28.8.2002,61,Теплоснабжение и теплотехническое оборудование,True
1701,мужской,Леонид Аркадиевич Лоншаков,27.4.2004,68,Электро- и теплоэнергетика,True
1702,мужской,Михаил Василиевич Капралов,21.9.2000,67,Техника и технологии наземного транспорта,False
1703,мужской,Павел Тимофеевич Итаев,9.7.2004,61,Изобразительные и прикладные виды искусств,True
1704,мужской,Аркадий Яковлевич Бедняшин,9.9.2004,65,Дизайн (по отраслям),False
1705,мужской,Игорь Максимович Посконов,22.9.2004,66,Сетевое и системное администрирование,True
1706,мужской,Аркадий Леонидович Каумов,6.2.2001,67,История и археология,False
1707,мужской,Михаил Фёдорович Килясханов,24.12.2006,69,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1708,мужской,Пётр Вадимович Савпин,17.7.2005,66,Право и организация социального обеспечения,False
1709,мужской,Николай Василиевич Крочев,30.9.2004,61,Дизайн (по отраслям),False
1710,мужской,Владислав Олегович Слабин,10.3.2001,62,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1711,женский,Яна Никитична Лобсанова,25.4.2006,64,Документационное обеспечение управления и архивоведение,False
1712,женский,Марина Максимовна Лукашенина,29.9.2004,55,Документационное обеспечение управления и архивоведение,False
1713,женский,Александра Сергеевна Четвергова,19.12.2002,60,Техника и технологии наземного транспорта,True
1714,мужской,Андрей Сергеевич Матряшин,2.8.2001,55,Теплоснабжение и теплотехническое оборудование,True
1715,мужской,Андрей Юрьевич Тишецкий,23.12.2000,57,Сетевое и системное администрирование,False
1716,женский,Валентина Игоревна Чурсинова,15.12.2006,61,Дизайн (по отраслям),True
1717,мужской,Денис Данилович Белощин,13.3.2006,58,Сварочное производство,False
1718,мужской,Герасим Николаевич Аропочкин,22.8.2003,62,Организация перевозок и управление на транспорте (по видам),False
1719,мужской,Семён Юрьевич Нижельский,30.4.2000,69,Организация перевозок и управление на транспорте (по видам),True
1720,мужской,Иван Адамович Богомяков,17.12.2004,58,Право и организация социального обеспечения,True
1721,мужской,Ярослав Павлович Коробовкин,16.2.2006,57,Дизайн (по отраслям),False
1722,мужской,Роман Алексиевич Семиохин,15.12.2006,57,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),True
1723,мужской,Алексей Виталиевич Щекалов,15.3.2004,51,"Электроника, радиотехника и системы связи",False
1724,мужской,Василий Романович Руденков,17.7.2000,63,Документационное обеспечение управления и архивоведение,True
1725,мужской,Пётр Романович Юдинцев,25.4.2001,50,Дизайн (по отраслям),False
1726,женский,Лиза Игоревна Амирбекова,14.4.2002,57,Юриспруденция,False
1727,мужской,Кирилл Олегович Сохранных,8.11.2001,59,Электро- и теплоэнергетика,True
1728,мужской,Вадим Тимофеевич Алишев,1.1.2002,70,История и археология,False
1729,мужской,Георгий Николаевич Автушков,16.12.2000,64,Электронные приборы и устройства,True
1730,мужской,Константин Антонович Стегунов,24.6.2006,69,Электро- и теплоэнергетика,False
1731,мужской,Георгий Аркадиевич Портонов,30.5.2004,68,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),True
1732,мужской,Герасим Алексиевич Балалыкин,16.2.2006,58,Юриспруденция,False
1733,мужской,Виталий Яковлевич Прошичев,21.8.2006,51,Сервис и туризм,False
1734,мужской,Вячеслав Яковлевич Шельпов,21.5.2006,52,Прикладная информатика (по отраслям),False
1735,женский,Ксения Игоревна Ларюкова,3.2.2004,57,Сервис и туризм,False
1736,женский,Лариса Николаевна Шошонкова,28.7.2001,58,Электро- и теплоэнергетика,False
1737,мужской,Владислав Николаевич Васияров,11.3.2005,64,Сетевое и системное администрирование,False
1738,мужской,Ярослав Антонович Седяков,13.9.2006,67,Право и организация социального обеспечения,True
1739,мужской,Владимир Юрьевич Грасеев,19.8.2000,58,Техническое обслуживание и ремонт автомобильного транспорта,False
1740,мужской,Валерий Яковлевич Мираков,23.4.2003,66,Информатика и вычислительная техника,False
1741,мужской,Анатолий Кириллович Телюков,24.6.2006,51,Технология парикмахерского искусства,False
1742,мужской,Дмитрий Василиевич Хрищенков,14.12.2006,60,Электро- и теплоэнергетика,True
1743,мужской,Григорий Василиевич Зантемиров,16.9.2004,65,Дизайн (по отраслям),False
1744,мужской,Максим Денисович Кусачев,21.6.2001,61,Теплоснабжение и теплотехническое оборудование,False
1745,женский,Галина Федоровна Разбродина,8.3.2000,50,Техническое обслуживание и ремонт автомобильного транспорта,True
1746,мужской,Владислав Николаевич Крутых,11.10.2005,62,Прикладная информатика (по отраслям),False
1747,женский,Светлана Андреевна Кужилина,11.6.2001,67,Теплоснабжение и теплотехническое оборудование,False
1748,мужской,Никита Василиевич Теньтюков,22.2.2002,57,Документационное обеспечение управления и архивоведение,True
1749,мужской,Федор Романович Гыбин,2.8.2001,54,"Электроника, радиотехника и системы связи",False
1750,мужской,Никита Алексиевич Сапрынин,26.8.2006,62,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1751,мужской,Эдуард Кириллович Ласков,16.12.2005,52,Юриспруденция,False
1752,женский,Маргарита Федоровна Зарукина,19.1.2003,67,Прикладная информатика (по отраслям),False
1753,мужской,Павел Адамович Полесский,16.11.2001,63,Техническое обслуживание и ремонт автомобильного транспорта,False
1754,мужской,Олег Максимович Потягов,27.8.2005,55,Изобразительные и прикладные виды искусств,True
1755,мужской,Станислав Данилович Еликов,14.5.2005,51,Прикладная информатика (по отраслям),True
1756,женский,Софья Василевна Елеубаева,4.12.2000,60,Юриспруденция,False
1757,мужской,Яков Борисович Пичуков,16.2.2005,56,Сварочное производство,False
1758,мужской,Эдуард Юрьевич Купырев,19.4.2006,53,Электро- и теплоэнергетика,False
1759,женский,Ирина Максимовна Федонкина,23.12.2005,66,Изобразительные и прикладные виды искусств,False
1760,мужской,Виктор Данилович Родзивилов,2.5.2000,65,Прикладная информатика (по отраслям),False
1761,мужской,Олег Валериевич Алиулин,24.9.2004,66,Сварочное производство,True
1762,мужской,Антон Вадимович Ларионцев,7.4.2001,65,Документационное обеспечение управления и архивоведение,True
1763,мужской,Руслан Аркадиевич Лютаев,6.3.2000,53,Электронные приборы и устройства,False
1764,женский,Валерия Егоровна Николина,17.8.2001,70,Информационные системы и программирование,False
1765,мужской,Александр Евгеньевич Гутев,26.3.2005,63,Техническое обслуживание и ремонт автомобильного транспорта,False
1766,женский,Елена Егоровна Курникова,5.3.2006,51,Электро- и теплоэнергетика,False
1767,мужской,Валерий Денисович Малюлин,1.1.2006,53,Теплоснабжение и теплотехническое оборудование,True
1768,мужской,Тарас Вадимович Букушин,30.1.2002,61,Изобразительные и прикладные виды искусств,True
1769,мужской,Николай Василиевич Семякин,3.12.2002,60,Сварочное производство,True
1770,мужской,Владислав Игоревич Выскочков,13.2.2003,53,Сервис и туризм,False
1771,женский,Маргарита Эдуардовна Видюхина,25.7.2002,65,Информационные системы и программирование,True
1772,женский,Надежда Николаевна Пиская,19.3.2004,60,Право и организация социального обеспечения,False
1773,мужской,Геннадий Сергеевич Латников,12.3.2004,57,Дизайн (по отраслям),True
1774,мужской,Валерий Вадимович Рогатнев,26.7.2001,56,Технологии материалов,False
1775,мужской,Максим Фёдорович Билецкий,21.5.2005,50,Дизайн (по отраслям),False
1776,мужской,Григорий Николаевич Матятов,6.9.2000,63,Документационное обеспечение управления и архивоведение,False
1777,мужской,Юрий Павлович Мусаренков,15.5.2005,60,Право и организация социального обеспечения,False
1778,мужской,Герасим Юрьевич Мысиков,3.8.2005,57,Теплоснабжение и теплотехническое оборудование,False
1779,женский,Софья Эдуардовна Шурминова,24.8.2002,69,Технология парикмахерского искусства,True
1780,мужской,Игорь Тимофеевич Артемьтев,9.9.2005,58,Электро- и теплоэнергетика,True
1781,мужской,Федор Викторович Пухтин,3.4.2001,54,Техника и технологии наземного транспорта,False
1782,женский,Светлана Борисовна Волвянкова,1.1.2003,59,Информатика и вычислительная техника,True
1783,женский,Тамара Романовна Стеклиева,22.4.2004,61,Техническое обслуживание и ремонт автомобильного транспорта,False
1784,мужской,Виталий Аркадиевич Чаклицкий,1.12.2004,68,Организация перевозок и управление на транспорте (по видам),False
1785,мужской,Эдуард Петрович Кабальнов,7.4.2002,54,Электро- и теплоэнергетика,True
1786,женский,Алла Леонидовна Штрпова,3.2.2003,54,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1787,женский,Надежда Евгеньевна Гулецкая,30.3.2005,55,Прикладная информатика (по отраслям),False
1788,мужской,Ярослав Михаилович Разлогов,14.9.2004,58,"Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей",False
1789,женский,Галина Сергеевна Пахошкина,5.5.2000,61,Электронные приборы и устройства,False
1790,мужской,Тарас Василиевич Буниатов,24.8.2006,64,Электро- и теплоэнергетика,True
1791,мужской,Альберт Денисович Ящемский,30.3.2005,51,Право и организация социального обеспечения,False
1792,мужской,Валерий Фёдорович Рванцев,25.4.2004,70,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1793,женский,Валентина Максимовна Стина,8.6.2003,66,Документационное обеспечение управления и архивоведение,False
1794,женский,Кристина Богдановна Игуменкова,20.5.2004,61,Изобразительные и прикладные виды искусств,True
1795,мужской,Анатолий Алексиевич Енов,7.10.2002,56,Техническое обслуживание и ремонт автомобильного транспорта,False
1796,мужской,Семён Вадимович Гаппоев,1.12.2003,54,Электро- и теплоэнергетика,True
1797,мужской,Альберт Юрьевич Зинуланов,22.2.2001,64,Сетевое и системное администрирование,True
1798,мужской,Виталий Игоревич Усламин,27.4.2003,58,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),False
1799,мужской,Николай Яковлевич Демнин,7.9.2001,54,История и археология,False
1800,мужской,Станислав Георгиевич Шаприцкий,21.1.2005,70,История и археология,False
1801,мужской,Пётр Антонович Шишов,11.3.2006,50,Юриспруденция,False
1802,женский,Екатерина Ивановна Дымовских,12.9.2005,65,Юриспруденция,False
1803,мужской,Евгений Вадимович Мамичев,23.7.2000,59,Электронные приборы и устройства,False
1804,женский,Яна Егоровна Заваруева,28.2.2000,62,Технология парикмахерского искусства,True
1805,мужской,Константин Валериевич Лимаров,27.9.2000,66,Сервис и туризм,False
1806,мужской,Никита Василиевич Чугнин,16.3.2001,50,"Электроника, радиотехника и системы связи",False
1807,мужской,Валентин Кириллович Ладинский,28.3.2002,55,Теплоснабжение и теплотехническое оборудование,False
1808,мужской,Дмитрий Аркадиевич Галашев,26.11.2001,54,Теплоснабжение и теплотехническое оборудование,True
1809,женский,Алиса Федоровна Курунина,12.5.2003,58,Юриспруденция,False
1810,мужской,Геннадий Тимофеевич Сальманов,6.8.2001,67,Техника и технологии наземного транспорта,True
1811,женский,Кира Федоровна Слитикова,19.7.2000,51,Технология парикмахерского искусства,False
1812,мужской,Михаил Юрьевич Сыпухин,11.2.2005,64,"Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей",False
1813,мужской,Игорь Павлович Кремчуков,19.6.2004,52,Техническое обслуживание и ремонт автомобильного транспорта,False
1814,мужской,Вячеслав Петрович Литяев,1.12.2005,53,Теплоснабжение и теплотехническое оборудование,True
1815,женский,Яна Алексеевна Ивонникова,16.5.2001,65,Дизайн (по отраслям),False
1816,женский,Карина Олеговна Юльчинская,18.12.2006,62,Техника и технологии наземного транспорта,True
1817,мужской,Федор Денисович Толкалинов,21.6.2006,61,Сварочное производство,False
1818,мужской,Георгий Валериевич Поркунов,17.5.2005,59,Дизайн (по отраслям),False
1819,мужской,Леонид Вадимович Трущенков,16.9.2001,68,Технологии материалов,False
1820,женский,Елизавета Вадимовна Обова,27.8.2004,55,Изобразительные и прикладные виды искусств,True
1821,мужской,Алексей Георгиевич Язаров,20.6.2005,66,Организация перевозок и управление на транспорте (по видам),True
1822,мужской,Александр Павлович Цакуров,29.10.2002,59,"Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей",True
1823,мужской,Роман Борисович Эстрин,13.10.2000,65,Сетевое и системное администрирование,True
1824,женский,Ирина Борисовна Мукишева,25.8.2003,57,Сервис и туризм,False
1825,мужской,Пётр Леонидович Кичатов,10.4.2005,62,"Электроника, радиотехника и системы связи",False
1826,женский,Виктория Эдуардовна Чебаткова,17.8.2001,52,Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),True
1827,мужской,Никита Аркадиевич Магунов,23.4.2001,69,Электронные приборы и устройства,False
1828,женский,Яна Эдуардовна Силайчева,11.8.2004,51,Дизайн (по отраслям),False
1829,мужской,Вячеслав Юрьевич Патуткин,25.1.2005,67,Технология парикмахерского искусства,False
1830,женский,София Яковлевна Бежкина,30.6.2004,67,"Электроника, радиотехника и системы связи",False
1831,мужской,Борис Алексиевич Ульяшкин,5.1.2001,67,Техническое обслуживание и ремонт автомобильного транспорта,False
1832,мужской,Константин Алексеевич Дрождин,5.6.2000,52,Сетевое и системное администрирование,False
1833,мужской,Александр Борисович Гонюков,19.6.2001,54,Техника и технологии наземного транспорта,False
1834,мужской,Кирилл Борисович Галеминов,10.7.2006,56,Прикладная информатика (по отраслям),True
